craft,score,wins,survivedCount,miaCount,deathCount,dcB,dcR,dcM,dcR,dcA,dcS,deathOrder,deathTime,cleanKills,ckB,ckR,ckM,ckR,assists,hits,hitsTaken,bulletDamage,bulletDamageTaken,rocketHits,rocketHitsTaken,rocketPartsHit,rocketPartsHitTaken,rocketDamage,rocketDamageTaken,missileHits,missileHitsTaken,missilePartsHit,missilePartsHitTaken,missileDamage,missileDamageTaken,ramScore,ramScoreTaken,battleDamage,battleDamageTaken,partsLostToAsteroids,HPremaining,accuracy,rocket_accuracy,damage/hit,hits/spawn,damage/spawn
PLAID AIF-42C5B LRP_3,21.79,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.25,242.0,3.0,1.0,0.0,2.0,0.0,1.0,11.0,14.0,3283.3,2809.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,361.0,139.0,229696.8,27277.7,0.0,0.0,15989.9,21176.1,0.0,100.0,16.41,0.0,298.48,3.66,1094.43
PLAID AIF-42C5B LRP_2,19.82,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,159.0,3.0,1.0,0.0,2.0,0.0,1.0,31.0,15.0,10018.79,4060.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,211.0,208.0,83078.7,12184.8,7.0,0.0,1074.2,7433.7,0.0,88.12,6.99,0.0,323.18,10.33,3339.6
PLAID AIF-42C5C LRP,17.26,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.62,251.0,2.0,1.0,0.0,0.0,1.0,1.0,21.0,39.0,4974.3,11850.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,270.0,145.0,27065.5,60566.7,63.0,7.0,203.3,1695.4,0.0,97.5,6.52,0.0,236.87,7.0,1658.1
PLAID AIF-42C5B LRP_1,14.01,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,189.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,18.0,1826.0,5559.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,217.0,213.0,77823.1,5506.8,0.0,0.0,21.4,35968.9,0.0,100.0,2.89,0.0,260.85,2.33,608.66
PLAID AIF-42C5B LRP,13.32,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,148.9,0.0,0.0,0.0,0.0,0.0,3.0,65.0,13.0,16879.3,2618.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,258.0,68.0,44519.5,11553.4,0.0,63.0,1307.3,29762.4,0.0,100.0,12.24,0.0,259.68,32.5,8439.65
PLAID AIF-42C5C LRP_1,6.28,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.62,309.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,23.0,5269.2,6674.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,67.0,140.0,10603.1,170771.6,0.0,0.0,271.3,26162.7,0.0,0.0,10.14,0.0,250.91,7.0,1756.4
PLAID AIF-42C5C LRP_2,4.34,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.62,362.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,35.0,4804.6,8199.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,219.0,1162.5,60282.5,0.0,0.0,217.3,36945.39,0.0,0.0,9.18,0.0,266.92,6.0,1601.53
PLAID AIF-42C5C LRP_3,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5282.79,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,213.0,477.0,5506.8,131312.5,0.0,0.0,0.0,19590.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0

Team,Wins,Draws,Deaths,Vessels
PLAID AIF-42C5B LRP,2,0,1,PLAID AIF-42C5B LRP,PLAID AIF-42C5B LRP_1,PLAID AIF-42C5B LRP_2,PLAID AIF-42C5B LRP_3
PLAID AIF-42C5C LRP,1,0,2,PLAID AIF-42C5C LRP,PLAID AIF-42C5C LRP_1,PLAID AIF-42C5C LRP_2,PLAID AIF-42C5C LRP_3

Name \ Cumulative Score Per Round,      0,      1,      2
PLAID AIF-42C5B LRP_3,2.82,14.71,21.79
PLAID AIF-42C5B LRP_2,2.21,12.43,19.83
PLAID AIF-42C5C LRP,16.24,16.51,17.27
PLAID AIF-42C5B LRP_1,1.94,5.34,14.01
PLAID AIF-42C5B LRP,4.79,8.02,13.33
PLAID AIF-42C5C LRP_1,5.44,5.49,6.28
PLAID AIF-42C5C LRP_2,1.08,1.01,4.34
PLAID AIF-42C5C LRP_3,2.48,2.57,3.00
